,Unnamed: 0,accession,samples-count,bioproject,is-private,last-update,secondary-accession,centre-name,study-name,data-origination,doi
386,386,MGYS00003597,28,PRJEB26096,False,2018-11-26T18:55:59,ERP108069,EMG,EMG produced TPA metagenomics assembly of the Oral Microbiome (human oral metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
387,387,MGYS00003592,4,PRJEB26105,False,2018-11-26T18:48:04,ERP108078,EMG,EMG produced TPA metagenomics assembly of the human gut metagenome (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
388,388,MGYS00003581,4,PRJEB26154,False,2018-11-26T18:38:46,ERP108127,EMG,EMG produced TPA metagenomics assembly of the Healthy human gut virome (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
389,389,MGYS00003580,10,PRJEB26155,False,2018-11-26T18:34:19,ERP108128,EMG,EMG produced TPA metagenomics assembly of the Fecal Microbiota Transplantation experiments () data set.,SUBMITTED,10.1093/nar/gkx967
390,390,MGYS00003577,9,PRJEB26162,False,2018-11-26T18:24:30,ERP108135,EMG,EMG produced TPA metagenomics assembly of the Functional dynamics of the elderly gut microbiome during probiotic consumption (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
391,391,MGYS00003486,74,PRJEB25959,False,2018-11-20T14:00:25,ERP107926,EMG,EMG produced TPA metagenomics assembly of the Campus Antibiotics Virome Study () data set.,SUBMITTED,10.1093/nar/gkx967
392,392,MGYS00003484,29,PRJEB29454,False,2018-11-20T12:34:31,ERP111756,LSA-DISTAL-UNIBO,LSA-COMPARE FOOD TRIAL,SUBMITTED,
393,393,MGYS00003480,24,PRJEB26097,False,2018-11-16T14:34:11,ERP108070,EMG,EMG produced TPA metagenomics assembly of the Choice of method for purification of bacterial DNA from faecal material influences community structure as detected by next generation sequencing (gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
394,394,MGYS00003479,62,PRJEB24818,False,2018-11-16T13:55:03,ERP106673,EMBL-EBI,EMG produced TPA metagenomics assembly of the Evaluating the Potential of using Next-Generation Sequencing for Direct Clinical Diagnostics of Faecal Samples from Patients with Diarrhoea () data set.,SUBMITTED,10.1093/nar/gkx967
395,395,MGYS00003478,120,PRJEB26277,False,2018-11-16T11:12:01,ERP108251,EMG,EMG produced TPA metagenomics assembly of the Athlete Microbiome Project (AMP) (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
396,396,MGYS00003476,254,PRJEB26092,False,2018-11-15T23:12:53,ERP108065,EMG,EMG produced TPA metagenomics assembly of the Metagenomics of Japanese gut microbiomes (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
397,397,MGYS00003469,260,PRJEB26280,False,2018-11-07T13:54:10,ERP108254,EMG,EMG produced TPA metagenomics assembly of the An integrated catalog of reference genes in the human gut microbiome (IGC) data set.,SUBMITTED,10.1093/nar/gkx967
398,398,MGYS00003367,11,PRJEB26833,False,2018-10-25T20:14:24,ERP108860,EMG,EMG produced TPA metagenomics assembly of the Severe gut microbiota dysbiosis is associated with poor growth in patients with short bowel syndrome (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
399,399,MGYS00003346,63,PRJEB26490,False,2018-10-25T18:57:36,ERP108481,EMG,EMG produced TPA metagenomics assembly of the Human fecal microbiome before and after consumption of AH1206 - Raw sequence reads (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
400,400,MGYS00003240,97,PRJEB26158,False,2018-10-25T16:35:26,ERP108131,EMG,EMG produced TPA metagenomics assembly of the Human gut microbiome in AS (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
401,401,MGYS00003204,1,PRJEB26103,False,2018-10-25T16:00:14,ERP108076,EMG,EMG produced TPA metagenomics assembly of the human oral metagenome Raw sequence reads (human oral metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
402,402,MGYS00003203,5,PRJEB26102,False,2018-10-25T15:59:11,ERP108075,EMG,EMG produced TPA metagenomics assembly of the Human sputum and synthetic metagenomic samples (synthetic metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
403,403,MGYS00003199,3,PRJEB25192,False,2018-10-25T15:54:59,ERP107087,EMBL-EBI,EMG produced TPA metagenomics assembly of the gut microbiota from an obese human (SRP012035) data set.,SUBMITTED,10.1093/nar/gkx967
404,404,MGYS00003148,56,PRJEB28700,False,2018-10-04T11:55:12,ERP110943,UNIVERSITY OF CAMBRIDGE,A comprehensive analysis of the faecal microbiome and metabolome of Strongyloides stercoralis infected volunteers from a non-endemic area,SUBMITTED,
405,405,MGYS00003147,35,PRJEB21999,False,2018-10-04T11:23:20,ERP024316,UNIVERSITY OF CAMBRDGE,Infections by human gastrointestinal helminths are associated with changes in faecal microbiota diversity and composition,SUBMITTED,10.1371/journal.pone.0184719
406,406,MGYS00003143,12,PRJEB28701,False,2018-09-26T15:46:12,ERP110944,THE UNIVERSITY OF SYDNEY,Pilot study to compare the effects of high carbohydrate and high fat diets on gut microbiome,SUBMITTED,
407,407,MGYS00003137,48,PRJEB28543,False,2018-09-19T10:20:38,ERP110753,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"To determine whether there are differences in the intestinal microbiome between treatment-naïve Multiple Sclerosis (MS) subjects and controls, and between Caucasian (CA), Hispanic (HA), and African American (AA) MS subjects.",SUBMITTED,10.1038/s41598-019-52894-z
408,408,MGYS00003135,1,PRJEB1781,False,2018-09-19T09:49:46,ERP002465,SC,Human_infections_with_the_whipworm__Trichuris_trichiura__are_not_associated_with_alterations_in_the_faecal_microbiota_,SUBMITTED,10.1371/journal.pone.0076573
409,409,MGYS00002961,191,PRJEB28237,False,2018-09-10T08:42:42,ERP110418,CENTRE DE RECHERCHE EN INFECTIOLOGIE DE L'UNIVERSITE LAVAL,Culture-enriched human gut microbiomes reveal core and accessory resistance genes,SUBMITTED,10.1186/s40168-019-0669-7
410,410,MGYS00002690,12,PRJEB24777,False,2018-07-31T11:21:31,ERP106629,EMBL-EBI,EMG produced TPA metagenomics assembly of the Infant fecal microbiome related to eczema (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
411,411,MGYS00002687,6,PRJEB24778,False,2018-07-31T10:27:06,ERP106630,EMBL-EBI,EMG produced TPA metagenomics assembly of the Human Faecal Samples Raw sequence reads (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
412,412,MGYS00002685,15,PRJEB25193,False,2018-07-31T09:21:32,ERP107088,EMBL-EBI,EMG produced TPA metagenomics assembly of the Metagenomics analysis of donor and recepient samples from fecal transplant for Recurrent Clostridium difficile infection () data set.,SUBMITTED,10.1093/nar/gkx967
413,413,MGYS00002677,36,PRJEB24779,False,2018-07-27T11:20:45,ERP106631,EMBL-EBI,EMG produced TPA metagenomics assembly of the preterm infant gut metagenomes (NIH Y4 Cohort) (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
414,414,MGYS00002587,60,PRJEB27013,False,2018-07-23T14:49:32,ERP109049,Unilever,Microbiome of supragingival plaque from healthy volunteers,SUBMITTED,
415,415,MGYS00002480,53,PRJEB24497,False,2018-07-02T15:00:37,ERP106326,Latvian Biomedical Research and Study Centre,Association of metformin administration with gut microbiome dysbiosis in healthy volunteers,SUBMITTED,10.1371/journal.pone.0204317
416,416,MGYS00002436,92,PRJEB24848,False,2018-06-21T11:06:12,ERP106707,EMBL-EBI,EMG produced TPA metagenomics assembly of the Characterization of the distal gut microbiota in obese patients following a weight-loss intervention using whole metagenome shotgun sequencing (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
417,417,MGYS00002434,75,PRJEB27307,False,2018-06-20T09:08:58,ERP109375,TMU-RCCTM,DEHP Alters Gut Microbiota in Human Neonates,SUBMITTED,10.1016/j.fct.2019.110700
418,418,MGYS00002431,59,PRJEB25191,False,2018-06-19T12:19:46,ERP107086,EMBL-EBI,EMG produced TPA metagenomics assembly of the The fecal microbiota in L-DOPA naive PD patients (PD-GER) data set.,SUBMITTED,10.1093/nar/gkx967
419,419,MGYS00002430,156,PRJEB25190,False,2018-06-19T10:54:13,ERP107085,EMBL-EBI,EMG produced TPA metagenomics assembly of the Gut microbiome development along the colorectal adenoma-carcinoma sequence (AT_CRC) data set.,SUBMITTED,10.1093/nar/gkx967
420,420,MGYS00002419,38,PRJEB24791,False,2018-06-14T08:50:55,ERP106644,EMBL-EBI,EMG produced TPA metagenomics assembly of the Microbiome study of the RISK cohort (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
421,421,MGYS00002418,55,PRJEB24775,False,2018-06-13T14:53:06,ERP106627,EMBL-EBI,EMG produced TPA metagenomics assembly of the Durable coexistence of donor and recipient strains after fecal microbiota transplantation (Impact of faecal microbiota transplantation on the intestinal microbiome in metabolic syndrome patients) data set.,SUBMITTED,10.1093/nar/gkx967
422,422,MGYS00002417,110,PRJEB24766,False,2018-06-13T10:59:38,ERP106618,EMBL-EBI,"EMG produced TPA metagenomics assembly of the Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington, DC, USA (Colorectal cancer and the human gut microbiome) data set.",SUBMITTED,10.1093/nar/gkx967
423,423,MGYS00002415,128,PRJEB24748,False,2018-06-13T09:23:32,ERP106599,EMBL-EBI,EMG produced TPA metagenomics assembly of the Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer (Metagenomic analysis of fecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer) data set.,SUBMITTED,10.1093/nar/gkx967
424,424,MGYS00002411,97,PRJEB24527,False,2018-06-12T16:26:26,ERP106357,EMBL-EBI,EMG produced TPA metagenomics assembly of the human gut Metagenome (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
425,425,MGYS00002408,8,PRJEB27182,False,2018-06-12T12:23:53,ERP109235,NTNU,Pilot study comparing yield from 16srRNA sequencing from frozen tissue vs. formalin-fixed paraffin-embedded (FFPE) tissue from the ileum and colon,SUBMITTED,
426,426,MGYS00002400,194,PRJDB4461,False,2018-06-08T14:27:28,DRP003098,TOHOKU,Comparison of DNA extraction methods for oral bacterial 16S rRNA-V4 sequencing using healthy Japanese adult samples,HARVESTED,
427,427,MGYS00002397,83,PRJEB27076,False,2018-06-08T13:36:21,ERP109116,NTNU,Mucosal microbiome and 5-ASA concentration in the left hemicolon and rectum in patients with quiescent ulcerative colitis,SUBMITTED,
428,428,MGYS00002396,170,PRJDB3518,False,2018-06-08T11:50:04,DRP002688,TOHOKU,Oral bacterial 16S rRNA-V4 sequencing of three Japanese adults sampled in multiple time points during a day,HARVESTED,
429,429,MGYS00002360,947,PRJEB5726,False,2018-04-26T10:21:40,ERP005150,CCME-COLORADO,Flores_tongue_EBI,SUBMITTED,10.1128/mbio.03281-20
430,430,MGYS00002359,24,PRJEB6052,False,2018-04-26T09:58:58,ERP005514,School of Criminal Justice,Human identification through analysis of the salivary microbiome,SUBMITTED,
431,431,MGYS00002358,44,PRJDB4192,False,2018-04-26T09:53:43,DRP003845,KYOTO_GM,Core function of microbiota in peri-implantitis and periodontitis,HARVESTED,
432,432,MGYS00002357,278,PRJEB2961,False,2018-04-26T09:29:11,ERP001346,CCME-COLORADO,Nurture trumps nature in a longitudinal survey of salivary bacterial communities in twins from early adolescence to early adulthood,SUBMITTED,10.1101/gr.140608.112
433,433,MGYS00002356,66,PRJDB4202,False,2018-04-26T09:25:07,DRP003793,TOHOKU,Oral bacterial 16S rRNA-V4 sequencing of four Japanese adults in multiple conditions of sample storage,HARVESTED,10.1038/s41467-019-13836-5
434,434,MGYS00002355,2344,PRJDB4107,False,2018-04-26T09:01:59,DRP003041,KYUSHU,Population-based study on salivary microbiome of Japanese adults,HARVESTED,10.1186/s12967-020-02291-2
435,435,MGYS00002354,63,PRJDB3451,False,2018-04-26T09:00:41,DRP002882,KYUSHU,"Salivary microbiota of Japanese orally healthy adults, pool 4",HARVESTED,
436,436,MGYS00002353,66,PRJDB3452,False,2018-04-26T08:33:32,DRP002880,KYUSHU,"Salivary microbiota of Japanese orally healthy adults, pool 5",HARVESTED,
437,437,MGYS00002352,37,PRJDB2877,False,2018-04-26T08:29:51,DRP002430,KYUSHU,"Salivary microbiota of Japanese orally healthy adults, pools 1 and 2",HARVESTED,
438,438,MGYS00002351,51,PRJDB2878,False,2018-04-26T08:22:34,DRP002429,KYUSHU,"Salivary microbiota of Japanese orally healthy adults, pool 3",HARVESTED,
439,439,MGYS00002350,52,PRJDB2879,False,2018-04-26T08:20:07,DRP002428,KYUSHU,Salivary microbiota of orally healthy adults in South Korea,HARVESTED,10.1186/s12967-020-02291-2
440,440,MGYS00002339,15,PRJEB24076,False,2018-04-13T11:11:59,ERP105876,EMBL-EBI,EMG produced TPA metagenomics assembly of the The microbial colonization of the intestine during the first months of life constitutes the most important process for the microbiota-induced host-homeostasis.,SUBMITTED,
441,441,MGYS00002338,305,PRJEB24529,False,2018-04-13T09:41:02,ERP106359,EMBL-EBI,EMG produced TPA metagenomics assembly of the Liver cirrhosis occurs as a consequence of many chronic liver diseases that are prevalent worldwide.,SUBMITTED,10.1093/nar/gkx967
442,442,MGYS00002331,6,PRJEB24528,False,2018-04-11T18:15:40,ERP106358,EMBL-EBI,EMG produced TPA metagenomics assembly of the Compositional_dynamics_of_intestinal_spore_forming_bacteria (Compositional_dynamics_of_intestinal_spore_forming_bacteria) data set.,SUBMITTED,10.1093/nar/gkx967
443,443,MGYS00002275,117,PRJNA386079,False,2018-03-01T09:10:10,SRP106767,Queen Mary University of London,Effect of chewing gum on the oral microbiome,HARVESTED,
444,444,MGYS00002245,9,PRJEB5215,False,2018-02-16T08:34:18,ERP004595,UGHENT,Development of an oral mucosa model to study host-microbiome interactions during wound healing,SUBMITTED,
445,445,MGYS00002242,135,PRJDB3211,False,2018-02-15T08:32:41,DRP003100,UT_COB,"16S amplicon sequence analysis of microbial communities in the oral cavity, stomach and gut",HARVESTED,10.1038/ctg.2015.20
446,446,MGYS00002241,18,PRJEB12522,False,2018-02-15T08:31:00,ERP014011,"Faculty of Dentistry,Departtment of Oral Biology",MICROBIOLOGICAL AND BIOINFORMATICS ANALYSIS OF PRIMARY SJOGREN'S SYNDROME PATIENTS WITH NORMAL SALIVATION,SUBMITTED,10.3402/jom.v8.31119
447,447,MGYS00002239,1,PRJEB13941,False,2018-02-15T08:26:39,ERP015528,FISABIO - Public Health,Temporal stability of the salivary microbiome and its association with salivary markers of oxidative stress,SUBMITTED,
448,448,MGYS00002216,162,PRJNA167398,False,2018-02-14T13:47:08,SRP013615,UMIGS,Effect of oral immunization with the Ty21a typhoid vaccine on local and systemic immune responses and the gut microbiota in adults,HARVESTED,
449,449,MGYS00002215,23,PRJNA84223,False,2018-02-14T13:02:27,SRP010933,PHSA Labs,"Human oral microbiome (root canal, apical abscess, and oral cavity) Targeted Locus",HARVESTED,
450,450,MGYS00002214,12,,False,2018-02-14T13:01:50,SRP009440,University of Connecticut,Using High Throughput Sequencing to Understand the Biodiversity of Oral Bacterial Communities,HARVESTED,
451,451,MGYS00002213,76,PRJNA73017,False,2018-02-14T12:31:41,SRP008130,Yale University,Oral cavity microbiome analysis vs. pneumonia risk,HARVESTED,
452,452,MGYS00002212,29,,False,2018-02-14T12:02:29,SRP000913,MBL,Defining a core microbial community of healthy human oral cavity,HARVESTED,
453,453,MGYS00002210,96,PRJEB4953,False,2018-02-14T11:16:30,ERP004294,SECONDGENOME,"This study develops a framework for exploiting the oral microbiome for monitoring oral cancer development, progression and recurrence.",SUBMITTED,10.3389/fcimb.2021.720637
454,454,MGYS00002207,104,PRJEB24843,False,2018-02-14T10:32:15,ERP106702,GUH,The intestinal microbiota predisposes to the occurrence of traveller's diarrhoea and to the carriage of multidrug-resistant Enterobacteriaceae after travelling to tropical regions.,SUBMITTED,10.1080/19490976.2018.1564431
455,455,MGYS00002188,72,PRJEB6047,False,2018-02-05T09:54:27,ERP005509,UNIVERSITY OF WATERLOO,Community structure analysis in chronic periodontitis and novel oral sampling sites for detecting disease indicators,SUBMITTED,10.3389/fcimb.2021.663756
456,456,MGYS00002184,1968,PRJEB19825,False,2018-01-31T09:01:27,ERP021896,UCSDMI,Moving pictures of the human microbiome,SUBMITTED,10.1016/j.csbj.2021.07.009
457,457,MGYS00002150,10,PRJNA314503,False,2018-01-22T16:57:25,SRP071254,Federal University of Rio de Janeiro,Microbiome of deep dentinal caries lesions associated with symptomatic irreversible pulpitis,HARVESTED,10.1371/journal.pone.0154653
458,458,MGYS00002146,87,,False,2018-01-22T16:22:19,SRP009299,Oak Ridge National Laboratory,Distinct and Complex Bacterial Profiles in Human Periodontitis and Health  Revealed by 16S Pyrosequencing,HARVESTED,10.1038/ismej.2011.191
459,459,MGYS00002143,9,PRJEB24453,False,2018-01-22T14:20:16,ERP106280,UNIVERSITY OF BRITISH COLUMBIA,Coral and human-associated micro-eukaryotes.,SUBMITTED,
460,460,MGYS00002139,96,PRJEB24411,False,2018-01-22T09:08:29,ERP106237,MASARYK UNIVERSITY,DNA isolation and sampling kits comparison,SUBMITTED,10.1038/s41598-019-49520-3
461,461,MGYS00002138,86,PRJEB24421,False,2018-01-18T14:24:21,ERP106248,TUM,Effect of Yoga and low-FODMAP diet in the intestinal microbiota of patients with IBS,SUBMITTED,
462,462,MGYS00002081,110,PRJEB23524,False,2017-12-13T09:21:01,ERP105282,MIT,WGS data from FMT trial for the treatment of recurrent Clostridium difficile infection,SUBMITTED,10.1089/crispr.2018.0046
463,463,MGYS00002064,83,PRJEB23489,False,2017-11-27T09:21:41,ERP105247,MIT,16S data from FMT trial for the treatment of recurrent Clostridium difficile infection,SUBMITTED,10.1016/j.chom.2018.01.003
464,464,MGYS00002060,37,PRJEB22552,False,2017-11-24T16:47:08,ERP104233,EMG,EMG produced TPA metagenomics assembly of the Human Gut Microbiome Metagenome (human gut metagenome) data set,SUBMITTED,
465,465,MGYS00002057,2,PRJEB22549,False,2017-11-24T16:46:52,ERP104230,EMG,EMG produced TPA metagenomics assembly of the Evaluation of vertical transmission between mother-infant (human gut metagenome) data set,SUBMITTED,
466,466,MGYS00002056,1,PRJEB22547,False,2017-11-24T16:46:47,ERP104228,EMG,EMG produced TPA metagenomics assembly of the Homo sapiens fecal metagenome Raw sequence reads (human gut metagenome) data set,SUBMITTED,
467,467,MGYS00002052,2,PRJEB22542,False,2017-11-24T16:46:23,ERP104223,EMG,EMG produced TPA metagenomics assembly of the Gut metagenome from two premature infants (human gut metagenome) data set,SUBMITTED,
468,468,MGYS00002046,8,PRJEB22529,False,2017-11-24T16:45:43,ERP104210,EMG,EMG produced TPA metagenomics assembly of the DIPP Diabetes Microbiome (DIPP Diabetes Microbiome) data set,SUBMITTED,
469,469,MGYS00002027,1,PRJEB22505,False,2017-11-24T16:43:54,ERP104186,EMG,EMG produced TPA metagenomics assembly of the The initial state of the human gut microbiome determines its reshaping by antibiotics (Impact of cefprozil on the gut microbiome of healthy individuals) data set,SUBMITTED,10.1186/s40168-019-0669-7
470,470,MGYS00002021,1,PRJEB22392,False,2017-11-23T14:22:07,ERP104072,EMG,EMG produced TPA metagenomics assembly of the Metagenomic analysis of infant stool sample (human gut metagenome) data set,SUBMITTED,10.1073/pnas.1010992108
471,471,MGYS00002007,1,PRJEB22492,False,2017-11-15T13:01:52,ERP104173,EMG,EMG produced TPA metagenomics assembly of the A human gut microbial gene catalog established by deep metagenomic sequencing (MetaHIT) data set,SUBMITTED,10.1128/mbio.03628-20
472,472,MGYS00002006,27,PRJEB22395,False,2017-11-15T11:21:11,ERP104075,EMG,EMG produced TPA metagenomics assembly of the Symptomatic atherosclerosis gut metagenome. (gut metagenome) data set,SUBMITTED,
473,473,MGYS00001991,3,PRJEB23207,False,2017-11-03T09:27:12,ERP104944,ISTITUTO SUPERIORE DI SANITA,Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients,SUBMITTED,10.3389/fcimb.2018.00025
474,474,MGYS00001986,32,PRJEB22387,False,2017-11-01T16:12:56,ERP104067,EMG,EMG produced TPA metagenomics assembly of the Linking Lifestyle to the Oral and Gut Microbiota in a Large Prospective Cohort (human gut metagenome) data set,SUBMITTED,
475,475,MGYS00001960,4,PRJEB22832,False,2017-10-03T08:54:11,ERP104539,UNIVERSITY OF SAO PAULO,"Library of 16S RNA, amplicon, from microbial community",SUBMITTED,
476,476,MGYS00001908,9,PRJEB22036,False,2017-08-11T15:15:04,ERP024356,UNIVERSITY OF FLORENCE,Correlation between gut microbiota and presence of fecal fungal isolates in Crohn's disease patients.,SUBMITTED,10.1016/j.jtauto.2020.100036
477,477,MGYS00001901,40,PRJEB21933,False,2017-07-27T09:36:22,ERP024243,DALHOUSIE UNIVERSITY,16S data - Multi-omics Differentially Classify Disease State and Treatment Outcome in Pediatric Crohn's Disease,SUBMITTED,10.7717/peerj.5364
478,478,MGYS00001893,2,PRJEB16762,False,2017-07-19T10:13:25,ERP018622,SC,ICU_metagenomics_Using_16S_rRNA_analysis_for_assessing_the_respiratory_bacterial_infection_threat_to_immunocompromised_patients_within_Intensive_Care_Units,SUBMITTED,
479,479,MGYS00001892,2,PRJNA43253,False,2017-07-18T11:32:36,SRP001709,CGS-GL,Human fecal microbiome,HARVESTED,10.1073/pnas.1002355107
480,480,MGYS00001887,2,PRJEB21696,False,2017-07-13T09:25:17,ERP023970,THE CATHOLIC UNIVERSITY OF KOREA,Metagenomics 1st 5 data,SUBMITTED,
481,481,MGYS00001886,111,PRJEB14084,False,2017-07-12T14:46:03,ERP015692,SC,The_mechanism_of_nutritional_therapy_for_Paediatric_Crohn_s_disease,SUBMITTED,10.1038/s41598-020-75306-z
482,482,MGYS00001884,209,PRJEB20227,False,2017-07-11T16:46:53,ERP022366,WAGENINGEN UNIVERSIT,"Effects of seasonality and previous logging on wild lemur gastrointestinal microbial composition, nematode infections and their interactions",SUBMITTED,10.1038/s41598-020-73827-1
483,483,MGYS00001868,10,PRJEB21490,False,2017-07-05T09:46:45,ERP023746,Michael Hooker Research Center,the relationships between gut microbiome and environmental chemicals,SUBMITTED,10.1038/s41598-019-40776-3
484,484,MGYS00001859,138,PRJEB20007,False,2017-06-27T09:03:08,ERP022109,WAGENINGEN UNIVERSIT,Area of habitation strongly influences faecal microbial composition of wild lemurs,SUBMITTED,
485,485,MGYS00001809,712,PRJEB21196,False,2017-06-14T11:20:54,ERP023432,TUM,Randomized controlled trial on the impact of early live intervention with bifidobacteria on the healthy infant fecal microbiota and metabolite profile,SUBMITTED,10.1016/j.csbj.2020.08.028
486,486,MGYS00001803,167,PRJEB20721,False,2017-06-12T13:48:04,ERP022894,FONDAZIONE EDMUND MACH,"Low FODMAP diet and probiotics in irritable bowel syndrome: a 2x2 factorial design, randomised, placebo-controlled trial",SUBMITTED,
487,487,MGYS00001799,400,PRJEB6456,False,2017-06-12T09:52:24,ERP005989,BGI,Dynamics and Stabilization of the Human Gut Microbiome during the First Year of Life,SUBMITTED,10.1371/journal.pone.0244876
488,488,MGYS00001766,74,PRJEB20814,False,2017-05-23T16:30:13,ERP023000,Aberystwyth University,Clinical study of saliva metabolomics and microbiomics in respiratory diseases,SUBMITTED,
489,489,MGYS00001748,768,PRJEB6358,False,2017-05-16T16:42:01,ERP005883,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,"Effects of cholera on the human gut microbiota, and interactions between human gut microbes and Vibrio cholerae.",SUBMITTED,10.1038/s41522-020-00145-9
490,490,MGYS00001728,4,PRJEB20595,False,2017-05-04T09:21:07,ERP022764,GUH,A case of hepatic brucelloma studied by next generation sequencing,SUBMITTED,10.3389/fmicb.2018.01566
491,491,MGYS00001708,4,PRJEB20475,False,2017-04-25T16:34:57,ERP022631,National institute for research in reproductive health,Analysis of gut microbiota in infants,SUBMITTED,
492,492,MGYS00001705,396,PRJEB1220,False,2017-04-24T14:29:11,ERP002061,BGI,A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning,SUBMITTED,10.1186/s12864-021-08004-3
493,493,MGYS00001679,3288,PRJEB13747,False,2017-04-06T11:26:58,ERP015317,CORNELL,Genetic determinants of the gut microbiome in the TwinsUK cohort,SUBMITTED,10.1371/journal.pone.0260451
494,494,MGYS00001650,148,PRJEB4927,False,2017-03-24T16:27:56,ERP004264,UH/IB,Alterations of the Fecal Microbiome in Parkinson's Disease,SUBMITTED,10.3389/fnins.2019.01365
495,495,MGYS00001626,10,PRJEB17783,False,2017-03-23T11:18:14,ERP019673,Institute  of Food Research,16S rRNA gene sequencing of Extremelly low birth weight infant,SUBMITTED,10.1186/s12864-017-4229-x
496,496,MGYS00001623,22,PRJEB19677,False,2017-03-22T10:01:08,ERP021734,PUBLIC HEALTH ENGLAND,This dataset contains the output from shotgun metagenomic and genomic sequencing of the microbiota of faecal samples collected from infants prior to developing necrotising enterocolitis (NEC).,SUBMITTED,10.7717/peerj.2928
497,497,MGYS00001581,13,PRJEB19895,False,2017-03-14T13:54:48,ERP021966,UNIVERSITY OF FLORENCE,Impact of the diet on the intestinal microbiota in African children moving from rural to urban areas,SUBMITTED,10.3389/fmicb.2017.01979
498,498,MGYS00001556,196,PRJEB13870,False,2017-03-10T17:03:46,ERP015450,Beijing Chaoyang Hospita,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,SUBMITTED,10.1111/jch.14298
499,499,MGYS00001537,28,PRJEB19367,False,2017-02-22T16:16:11,ERP021378,HiThru Analytics,Analysis of stool samples from sickle cell disease patients and healthy controls,SUBMITTED,
500,500,MGYS00001493,1,PRJNA60717,False,2017-02-15T13:30:54,SRP012558,"University of California, Berkeley",Metagenomic analysis of infant stool sample,HARVESTED,10.1073/pnas.1010992108
501,501,MGYS00001481,8,PRJEB19188,False,2017-02-14T13:24:50,ERP021171,CSISP,The oral metagenome in health and disease,SUBMITTED,
502,502,MGYS00001444,268,PRJEB19103,False,2017-02-09T13:34:39,ERP021093,FIOCRUZ-MG,Gut microbiome from patients obtained by 16s rRNA sequencing.,SUBMITTED,10.3389/fcimb.2017.00047
503,503,MGYS00001442,15,PRJEB19090,False,2017-02-09T09:33:31,ERP021080,PORTO CONTE RICERCHE SRL,Potential and active functions in the gut microbiota of a healthy human cohort,SUBMITTED,10.1186/s40168-017-0293-3
504,504,MGYS00001420,55,PRJEB12357,False,2017-01-16T10:00:36,ERP013827,EMBL HEIDELBERG,Impact of faecal microbiota transplantation on the intestinal microbiome in metabolic syndrome patients,SUBMITTED,10.1128/msystems.00811-21
505,505,MGYS00001342,10,PRJEB18265,False,2016-12-08T09:19:15,ERP020191,RIPCM,Estimation of variability in the gut microbiota resistome of the Russian citizens aimed at identification of pathways for transmission and spread of antibiotic resistance.,SUBMITTED,10.3389/fmicb.2019.01902
506,506,MGYS00001315,4,PRJEB17980,False,2016-11-22T10:42:06,ERP019890,National institute for research in reproductive health,Analysis of gut microbiota in infants,SUBMITTED,
507,507,MGYS00001313,14,PRJEB17882,False,2016-11-21T13:55:43,ERP019785,Institute  of Food Research,16S rRNA gene sequencing of the extremelly birth weight infant gut,SUBMITTED,10.1186/s12864-017-4229-x
508,508,MGYS00001308,10,PRJEB17754,False,2016-11-18T16:54:53,ERP019639,Institute  of Food Research,16S rRNA gene sequencing in extremely low birth weight infant gut,SUBMITTED,10.1186/s12864-017-4229-x
509,509,MGYS00001303,31,PRJEB12831,False,2016-11-14T16:35:53,ERP014351,SC,A plaque on both your houses. Exploring the history of urbanisation and infectious diseases through the study of archaeological dental tartar,HARVESTED,
510,510,MGYS00001280,88,PRJEB13092,False,2016-10-21T14:08:13,ERP014628,CORNELL,Reduced diversity and altered composition of the gut microbiome in individuals with Myalgic Encephalomyelitis/ChronicFatigue Syndrome,SUBMITTED,10.1093/bioinformatics/btz686
